"552958139264684035","charlie hebdo","QueSaraiSera","RT @robspillman: Join me and other @PENamerican members in condemning the murder of Charlie Hebdo journalists: http://t.co/G9j8OpZHze","11","Wed Jan 07 22:41:08 +0000 2015"
"552958138723614722","charlie hebdo","besenberg","RT @NolteNC: Anyone surprised? --&gt; CNN Policy: Charlie Hebdo Muhammad Cartoons Forbidden, 'Piss Christ' Okay - Breitbart http://t.co/djm1By3Ohs","34","Wed Jan 07 22:41:08 +0000 2015"
"552958137888546816","charlie hebdo","mijita212","RT @ABC: ""NOT AFRAID"" - Thousands in France gather to a send message after Charlie Hebdo attack: http://t.co/pW0gJPkL0n http://t.co/hpVmjiAEhJ","737","Wed Jan 07 22:41:08 +0000 2015"
"552958137641488386","charlie hebdo","StopFakingNews","RT @ChristopherJM: One of Paris suspects, 35-yo Cheriff Kouachi, was convicted on terrorism charges in 2008. http://t.co/gRQ12Pe7ey http://t.co/nbfTWfDyrJ","43","Wed Jan 07 22:41:08 +0000 2015"
"552958137595338753","charlie hebdo","benjamachine","RT @NYMag: #JeSuisCharlie: Cartoonists pay tribute to #CharlieHebdo victims: http://t.co/qunRUYXZzy (cartoon by @RobTornoe) http://t.co/LKt79dpn8s","938","Wed Jan 07 22:41:08 +0000 2015"
"552958137368465408","charlie hebdo","JamesCreedonF24","MEDIAWATCH - #CharlieHebdo and the battle for freedom of speech. http://t.co/G6CylY8Bb8 via @FRANCE24 #JeSuisCharlie #NousSommesCharlie","0","Wed Jan 07 22:41:08 +0000 2015"
"552958137326915584","charlie hebdo","Ewalol1","Suspects in Paris attack were on police radar for years http://t.co/O5YVz3yWuI","0","Wed Jan 07 22:41:08 +0000 2015"
"552958136852946945","charlie hebdo","rpelley","RT @frasermatthew: Suspects in Paris attack were on police radar for years http://t.co/h052NAbeVR via @mashable #CharlieHebdo http://t.co/4dUhhPTnrG","6","Wed Jan 07 22:41:07 +0000 2015"
"552958136697761794","charlie hebdo","unknownss_uk","Three men suspected of killing 12 in Paris terror attack 'arrested near Belgium' http://t.co/t42LcZd2CM  #CharlieHebdo","0","Wed Jan 07 22:41:07 +0000 2015"
"552958135040999424","charlie hebdo","il_Bin","RT @Max_Fisher: This New Yorker cartoon perfectly captures what Charlie Hebdo's critics get wrong http://t.co/6NW6zMtrkC http://t.co/tkthnP5lVC","294","Wed Jan 07 22:41:07 +0000 2015"
"552958134692884480","charlie hebdo","ClaireB1D_","RT @Alyssa_Milano: People Around the World Are Pouring Into the Streets to Support Charlie Hebdo After the Paris Massacre  http://t.co/B4HAiCy92C","745","Wed Jan 07 22:41:07 +0000 2015"
"552958134504161281","charlie hebdo","thenextcromwell","RT @guardian: Steve Bell on the Charlie Hebdo attack in Paris – cartoon http://t.co/OOeHzfmkm4 http://t.co/oqIX7N88OF","615","Wed Jan 07 22:41:07 +0000 2015"
"552958134348546048","charlie hebdo","amstillion","Don't Be Deceived by the Reaction to Charlie Hebdo Massacre—Our Media Are Cowards | The Weekly Standard: http://t.co/M0F50maEvd","0","Wed Jan 07 22:41:07 +0000 2015"
"552958133325545474","charlie hebdo","MoniqVervoort","RT @thedailybeast: 16 Most Shocking Charlie Hebdo Covers http://t.co/LhN6M42GH4 http://t.co/iOM87ApeKM","27","Wed Jan 07 22:41:07 +0000 2015"
"552958133216505856","charlie hebdo","Scriptonite","RT @mehdirhasan: Surprise, surprise: French ""terrorist was not religious, drank alcohol, smoked marijuana, had premarital sex...""
http://t.co/VWI771fxCh","170","Wed Jan 07 22:41:07 +0000 2015"
"552958132214054912","charlie hebdo","Heidentweet","Is Islam to Blame for the Shooting at Charlie Hebdo in Paris? - http://t.co/zkkjUNYoW6 http://t.co/dNh8u7crXB","0","Wed Jan 07 22:41:06 +0000 2015"
"552958131324850177","charlie hebdo","merrieshawnta46","RT @weusegadgets: http://t.co/9DLjINYxeg Quiet defiance in Paris as thousands gather in solidarity for ‘... http://t.co/T4ZHM7bmja http://t.co/KDrYbx5hon","1","Wed Jan 07 22:41:06 +0000 2015"
"552958130611834880","charlie hebdo","KruczykFlorence","RT @guardian: Steve Bell on the Charlie Hebdo attack in Paris – cartoon http://t.co/OOeHzfmkm4 http://t.co/oqIX7N88OF","616","Wed Jan 07 22:41:06 +0000 2015"
"552958130519560194","charlie hebdo","Siche29Siche","RT @LJPmcLoughlin: How the world's cartoonists are responding to the #CharlieHebdo attack http://t.co/TEQrG6erK2 http://t.co/1ejkbS4oKa","26","Wed Jan 07 22:41:06 +0000 2015"
"552958129663909889","charlie hebdo","DaveRoberts173","RT @Telegraph: Cartoonists show solidarity after #CharlieHebdo attack http://t.co/XqGPOJgsWs (Pic: Jean Jullien) http://t.co/K82TwiyjMc","603","Wed Jan 07 22:41:06 +0000 2015"
"552958129575837697","charlie hebdo","Ade_on_drums","RT @guardian: See Steve Bell's cartoon on the #CharlieHebdo attack http://t.co/wLM2qhVj44","195","Wed Jan 07 22:41:06 +0000 2015"
"552958129395466240","charlie hebdo","ShaunLadd","RT @thei100: French Muslims condemn the Charlie Hebdo shooting http://t.co/W89nBMbNGK http://t.co/HgdqSrlgsQ","276","Wed Jan 07 22:41:06 +0000 2015"
"552958129240297472","charlie hebdo","ali_k_gulec","5 Things to Read Today: Attack at Paris Magazine Charlie Hebdo Office Kills 12, and More http://t.co/c8W97CIqye","0","Wed Jan 07 22:41:06 +0000 2015"
"552958128992833537","charlie hebdo","ClaireJStevens","RT@abcnews: Writers, cartoonists react to #CharlieHebdo shooting #JeSuisCharlie @TheMagnusShaw
http://t.co/inbc13nNNo http://t.co/dB1nlx5yL5","0","Wed Jan 07 22:41:06 +0000 2015"
"552958128417808384","charlie hebdo","chiweethedog","RT @Hegghammer: Suspects in Paris attack were on police radar for years http://t.co/yiiBlCu85B","12","Wed Jan 07 22:41:05 +0000 2015"
"552958128195923969","charlie hebdo","RaddingtonFalls","Charlie Hebdo: Major manhunt for Paris gunmen http://t.co/JsNe9LAmVo","0","Wed Jan 07 22:41:05 +0000 2015"
"552958127671623680","charlie hebdo","SarahMDurant","RT @calestous: #CharlieHebdo: It is time to uphold #freedoms, not give in to #fear | Simon Jenkins http://t.co/Xn23Utr6wD http://t.co/yN7vlvgfrT","17","Wed Jan 07 22:41:05 +0000 2015"
"552958126857539584","charlie hebdo","lynahigaxaq","RT @MEMMOSdubai: Charlie Hebdo shooting triggers media censorship debate http://t.co/SE9iQeoSg9 @MEMMOSDubai #Dubai #UAE","331","Wed Jan 07 22:41:05 +0000 2015"
"552958126316871681","charlie hebdo","alexirvine","Charlie Hebdo shooters caught because they left their ID cards in their abandoned car. Your average religious loon is not too bright.","0","Wed Jan 07 22:41:05 +0000 2015"
"552958126304280577","charlie hebdo","kenusmansmith11","RT @KahramanIlknur: “@Mohammed_Amin: @PaulGoodmanCH summarises the key issue in the Charlie Hebdo murders. http://t.co/lukE2CiEAI”","3","Wed Jan 07 22:41:05 +0000 2015"
"552958126304268289","charlie hebdo","PearlieMaeJones","RT @Sumol67: To the Extemists &amp; Terrorists- Crowd says We are 'Not Afraid' #jesuisCharlie - ABC News http://t.co/UTglKw9x8a @ABC http://t.co/CptUYNQDyg","53","Wed Jan 07 22:41:05 +0000 2015"
"552958125670531072","charlie hebdo","suyashtripathi","See 19 controversial covers published by 'Charlie Hebdo' http://t.co/T82aH6B4rD via @TIMEWorld","0","Wed Jan 07 22:41:05 +0000 2015"
